state,poll,start_date,end_date,clinton,trump,spread
ohio,CBS News/YouGovCBS News,2020-09-07,2020-09-09,46,39,Clinton +7
ohio,QuinnipiacQuinnipiac,2020-08-29,2020-09-07,37,41,Trump +4
ohio,EmersonEmerson,2020-08-25,2020-08-27,43,43,Tie
ohio,MonmouthMonmouth,2020-08-18,2020-08-21,43,39,Clinton +4
ohio,CBS News/YouGovCBS News,2020-08-17,2020-08-19,46,40,Clinton +6
ohio,NBC/WSJ/MaristNBC/WSJ,2020-08-03,2020-08-07,39,35,Clinton +4
ohio,QuinnipiacQuinnipiac,2020-07-30,2020-08-07,44,42,Clinton +2
ohio,PPP (D)PPP (D),2020-07-22,2020-07-24,39,42,Trump +3
ohio,Suffolk UniversitySuffolk,2020-07-18,2020-07-20,43,39,Clinton +4
ohio,CBS News/YouGovCBS News,2020-07-13,2020-07-15,44,40,Clinton +4
ohio,NBC/WSJ/MaristNBC/WSJ,2020-07-05,2020-07-10,38,35,Clinton +3
ohio,QuinnipiacQuinnipiac,2020-06-30,2020-07-11,36,37,Trump +1
ohio,QuinnipiacQuinnipiac,2020-06-08,2020-06-19,38,36,Clinton +2
iowa,Final Results,NA,NA,41.7,51.2,Trump +9.5
iowa,RCP Average,2020-11-01,2020-11-04,41.3,44.3,Trump +3.0
iowa,Des Moines RegisterDM Register,2020-11-01,2020-11-04,39,46,Trump +7
iowa,EmersonEmerson,2020-11-01,2020-11-03,41,44,Trump +3
iowa,LorasLoras,2020-11-01,2020-11-03,44,43,Clinton +1
iowa,QuinnipiacQuinnipiac,2020-10-20,2020-10-26,44,44,Tie
iowa,Des Moines RegisterDM Register,2020-10-03,2020-10-06,39,43,Trump +4
iowa,LorasLoras,2020-09-20,2020-09-22,38,38,Tie
iowa,QuinnipiacQuinnipiac,2020-09-13,2020-09-21,37,44,Trump +7
iowa,MonmouthMonmouth,2020-09-12,2020-09-14,37,45,Trump +8
iowa,EmersonEmerson,2020-08-31,2020-09-01,39,44,Trump +5
iowa,CBS News/YouGovCBS News,2020-08-17,2020-08-19,40,40,Tie
iowa,QuinnipiacQuinnipiac,2020-08-09,2020-08-16,41,39,Clinton +2
iowa,SuffolkSuffolk,2020-08-08,2020-08-10,36,37,Trump +1
iowa,NBC/WSJ/MaristNBC/WSJ,2020-08-03,2020-08-07,35,35,Tie
iowa,CBS News/YouGovCBS News,2020-07-13,2020-07-15,39,40,Trump +1
iowa,MonmouthMonmouth,2020-07-08,2020-07-11,42,44,Trump +2
iowa,GravisGravis,2020-07-07,2020-07-08,39,37,Clinton +2
iowa,NBC/WSJ/MaristNBC/WSJ,2020-07-05,2020-07-10,37,37,Tie
iowa,Loras CollegeLoras,2020-06-24,2020-06-28,44,31,Clinton +13
arizona,Final Results,NA,NA,44.6,48.1,Trump +3.5
arizona,RCP Average,2020-10-26,2020-11-01,42.3,46.3,Trump +4.0
arizona,NBC/WSJ/MaristNBC/WSJ,2020-10-30,2020-11-01,40,45,Trump +5
arizona,CNN/ORCCNN/ORC,2020-10-27,2020-11-01,44,49,Trump +5
arizona,EmersonEmerson,2020-10-28,2020-10-31,43,47,Trump +4
arizona,CBS News/YouGovCBS News,2020-10-26,2020-10-28,42,44,Trump +2
arizona,MonmouthMonmouth,2020-10-21,2020-10-24,45,46,Trump +1
arizona,Arizona RepublicArizona Republic,2020-10-10,2020-10-15,43,38,Clinton +5
arizona,EmersonEmerson,2020-10-02,2020-10-04,44,42,Clinton +2
arizona,OH Predictive InsightsPredictive Insights,2020-09-28,2020-09-30,42,42,Tie
arizona,NBC/WSJ/MaristNBC/WSJ,2020-09-06,2020-09-08,38,40,Trump +2
arizona,GravisGravis,2020-08-27,2020-08-27,40,44,Trump +4
arizona,OH Predictive InsightsPredictive Insights,2020-08-25,2020-08-27,40,39,Clinton +1
arizona,Arizona RepublicArizona Republic,2020-08-17,2020-08-31,35,34,Clinton +1
arizona,CNN/ORCCNN/ORC,2020-08-18,2020-08-23,38,45,Trump +7
arizona,CBS News/YouGovCBS News,2020-08-02,2020-08-05,42,44,Trump +2
nevada,Final Results,NA,NA,47.9,45.5,Clinton +2.4
nevada,RCP Average,2020-10-27,2020-11-06,45,45.8,Trump +0.8
nevada,Emerson*Emerson*,2020-11-04,2020-11-05,47,46,Clinton +1
nevada,Gravis*Gravis*,2020-11-03,2020-11-06,45,43,Clinton +2
nevada,Remington Research (R)Remington (R),2020-11-01,2020-11-02,45,46,Trump +1
nevada,8 News NOW - Las Vegas8 News NOW,2020-10-28,2020-11-01,45,45,Tie
nevada,CNN/ORCCNN/ORC,2020-10-27,2020-11-01,43,49,Trump +6
nevada,Remington Research (R)Remington (R),2020-10-30,2020-10-30,44,48,Trump +4
nevada,Emerson*Emerson*,2020-10-26,2020-10-27,44,42,Clinton +2
nevada,Gravis*Gravis*,2020-10-25,2020-10-25,46,46,Tie
nevada,NBC/WSJ/MaristNBC/WSJ,2020-10-20,2020-10-24,43,43,Tie
nevada,Las Vegas Review-JournalLVRJ,2020-10-20,2020-10-23,48,41,Clinton +7
nevada,Remington Research (R)Remington (R),2020-10-20,2020-10-22,44,47,Trump +3
nevada,KTNV/Rasmussen KTNV-13,2020-10-20,2020-10-22,46,42,Clinton +4
nevada,MonmouthMonmouth,2020-10-14,2020-10-17,47,40,Clinton +7
nevada,CNN/ORCCNN/ORC,2020-10-10,2020-10-15,46,44,Clinton +2
nevada,CBS News/YouGovCBS News,2020-10-12,2020-10-14,46,40,Clinton +6
nevada,8 News NOW - Las Vegas8 News NOW,2020-10-10,2020-10-13,43,41,Clinton +2
nevada,Emerson*Emerson*,2020-10-02,2020-10-04,43,43,Tie
nevada,UNLV/Hart Research (D)UNLV/Hart Research (D),2020-09-27,2020-10-02,44,41,Clinton +3
nevada,Las Vegas Review-JournalLVRJ,2020-09-27,2020-09-29,45,44,Clinton +1
nevada,SuffolkSuffolk,2020-09-27,2020-09-29,44,38,Clinton +6
nevada,FOX NewsFOX News,2020-09-18,2020-09-20,40,43,Trump +3
nevada,KTNV/Rasmussen KTNV-13,2020-09-16,2020-09-18,39,42,Trump +3
nevada,MonmouthMonmouth,2020-09-11,2020-09-13,42,44,Trump +2
nevada,NBC/WSJ/Marist*NBC/WSJ/Marist*,2020-09-06,2020-09-08,41,42,Trump +1
nevada,SuffolkSuffolk,2020-08-15,2020-08-17,44,42,Clinton +2
nevada,CBS News/YouGov*CBS News/YouGov*,2020-08-02,2020-08-05,43,41,Clinton +2
nevada,KTNV/Rasmussen KTNV-13,2020-07-29,2020-07-31,41,40,Clinton +1
nevada,KTNV/Rasmussen KTNV-13,2020-07-22,2020-07-24,38,43,Trump +5
nevada,MonmouthMonmouth,2020-07-07,2020-07-10,45,41,Clinton +4
nevada,GravisGravis,2020-05-24,2020-05-25,41,44,Trump +3
texas,Final Results,NA,NA,43.2,52.2,Trump +9.0
texas,RCP Average,2020-10-27,2020-11-01,38,50,Trump +12.0
texas,EmersonEmerson,2020-10-31,2020-11-01,35,49,Trump +14
texas,NBC/WSJ/MaristNBC/WSJ,2020-10-30,2020-11-01,40,49,Trump +9
texas,CBS 11/Dixie StrategiesDixie Strategies,2020-10-27,2020-10-29,39,52,Trump +13
texas,Austin American-Statesman*Statesman*,2020-10-22,2020-10-24,38,45,Trump +7
texas,Texas Tribune/YouGovTexas Tribune,2020-10-14,2020-10-23,42,45,Trump +3
texas,CBS News/YouGovCBS News,2020-10-20,2020-10-21,43,46,Trump +3
texas,WFAA-TV/SurveyUSAWFAA/SUSA,2020-10-10,2020-10-12,43,47,Trump +4
texas,University of HoustonU. of Houston,2020-10-07,2020-10-15,38,41,Trump +3
texas,CBS 11/Dixie StrategiesDixie Strategies,2020-09-29,2020-10-01,38,45,Trump +7
texas,Texas LyceumTexas Lyceum,2020-09-01,2020-09-11,32,39,Trump +7
texas,EmersonEmerson,2020-09-07,2020-09-10,36,42,Trump +6
georgia,Final Results,NA,NA,45.4,50.5,Trump +5.1
georgia,RCP Average,2020-10-29,2020-11-06,44.4,49.2,Trump +4.8
georgia,Landmark/Rosetta StoneLandmark/Rosetta Stone,2020-11-06,2020-11-06,46,49,Trump +3
georgia,Trafalgar Group (R)*Trafalgar (R)*,2020-11-06,2020-11-06,45,52,Trump +7
georgia,WSB-TV/LandmarkWSB-TV,2020-11-02,2020-11-03,46,48,Trump +2
georgia,Opinion SavvyOpinion Savvy,2020-11-02,2020-11-03,45,49,Trump +4
georgia,NBC/WSJ/MaristNBC/WSJ,2020-10-30,2020-11-01,44,45,Trump +1
georgia,Emerson*Emerson*,2020-10-29,2020-10-31,42,51,Trump +9
georgia,WXIA-TV/SurveyUSAWXIA/SUSA,2020-10-25,2020-10-27,42,49,Trump +7
georgia,QuinnipiacQuinnipiac,2020-10-20,2020-10-26,43,44,Trump +1
georgia,Landmark CommunicationsLandmark Communications,2020-10-20,2020-10-20,43,47,Trump +4
georgia,FOX 5/Opinion SavvyFOX 5 Atlanta,2020-10-20,2020-10-20,46,50,Trump +4
georgia,Atlanta Journal-ConstitutionAJC,2020-10-17,2020-10-20,42,44,Trump +2
georgia,Landmark CommunicationsLandmark Communications,2020-10-11,2020-10-12,42,48,Trump +6
georgia,WSB-TV/LandmarkWSB-TV,2020-09-21,2020-09-22,43,47,Trump +4
georgia,JMC AnalyticsJMC Analytics,2020-09-20,2020-09-22,38,44,Trump +6
georgia,QuinnipiacQuinnipiac,2020-09-13,2020-09-21,40,47,Trump +7
georgia,MonmouthMonmouth,2020-09-15,2020-09-18,42,45,Trump +3
georgia,FOX 5/Opinion SavvyFOX 5 Atlanta,2020-09-14,2020-09-14,42,46,Trump +4
georgia,EmersonEmerson,2020-09-09,2020-09-13,39,45,Trump +6
georgia,NBC/WSJ/MaristNBC/WSJ,2020-09-06,2020-09-08,42,44,Trump +2
georgia,FOX 5/Opinion SavvyFOX 5 Atlanta,2020-08-17,2020-08-17,43,43,Tie
georgia,CBS News/YouGov*CBS News/YouGov*,2020-08-10,2020-08-12,41,45,Trump +4
georgia,Gravis*Gravis*,2020-08-04,2020-08-08,39,43,Trump +4
georgia,JMC Analytics*JMC Analytics*,2020-08-06,2020-08-07,44,37,Clinton +7
georgia,Atlanta Journal-Constitution*AJC*,2020-08-01,2020-08-04,41,38,Clinton +3
georgia,WSB-TV/Landmark*WSB-TV*,2020-07-31,2020-07-31,45,45,Tie
georgia,WXIA-TV/SurveyUSA*WXIA/SUSA*,2020-07-29,2020-07-31,42,46,Trump +4
georgia,WSB-TV/Landmark*WSB-TV*,2020-07-24,2020-07-24,44,46,Trump +2
georgia,PPP (D)*PPP (D)*,2020-05-27,2020-05-30,38,45,Trump +7
virginia,Final Results,NA,NA,49.8,44.4,Clinton +5.4
virginia,RCP Average,2020-10-27,2020-11-06,47.3,42.3,Clinton +5.0
virginia,Christopher Newport Univ.CNU,2020-11-01,2020-11-06,48,42,Clinton +6
virginia,PPP (D)PPP (D),2020-11-03,2020-11-04,48,43,Clinton +5
virginia,Remington Research (R)*Remington (R)*,2020-11-01,2020-11-02,46,44,Clinton +2
virginia,GravisGravis,2020-11-01,2020-11-02,47,42,Clinton +5
virginia,Roanoke CollegeRoanoke,2020-10-29,2020-11-01,45,38,Clinton +7
virginia,Remington Research (R)*Remington (R)*,2020-10-30,2020-10-30,47,43,Clinton +4
virginia,EmersonEmerson,2020-10-28,2020-10-30,49,45,Clinton +4
virginia,Washington PostWash Post,2020-10-27,2020-10-30,48,42,Clinton +6
virginia,WinthropWinthrop,2020-10-23,2020-10-30,44,39,Clinton +5
virginia,Christopher Newport Univ.CNU,2020-10-23,2020-10-26,46,39,Clinton +7
virginia,QuinnipiacQuinnipiac,2020-10-20,2020-10-26,50,38,Clinton +12
virginia,Remington Research (R)*Remington (R)*,2020-10-20,2020-10-22,48,43,Clinton +5
virginia,Christopher Newport Univ.CNU,2020-10-16,2020-10-19,45,33,Clinton +12
virginia,Christopher Newport Univ.CNU,2020-10-11,2020-10-14,44,29,Clinton +15
virginia,EmersonEmerson,2020-10-10,2020-10-12,46,43,Clinton +3
virginia,Roanoke CollegeRoanoke,2020-10-02,2020-10-06,45,36,Clinton +9
virginia,Christopher Newport Univ.CNU,2020-09-27,2020-09-30,42,35,Clinton +7
virginia,CBS News/YouGovCBS News,2020-09-21,2020-09-23,45,37,Clinton +8
virginia,Christopher Newport Univ.CNU,2020-09-15,2020-09-23,39,33,Clinton +6
virginia,QuinnipiacQuinnipiac,2020-09-13,2020-09-21,45,39,Clinton +6
virginia,Roanoke CollegeRoanoke,2020-09-11,2020-09-20,44,37,Clinton +7
virginia,Univ. of Mary WashingtonUMW,2020-09-06,2020-09-12,40,37,Clinton +3
virginia,PPP (D)PPP (D),2020-09-09,2020-09-11,45,39,Clinton +6
virginia,EmersonEmerson,2020-08-30,2020-09-01,44,43,Clinton +1
virginia,QuinnipiacQuinnipiac,2020-08-09,2020-08-16,45,34,Clinton +11
virginia,Washington PostWash Post,2020-08-11,2020-08-14,46,39,Clinton +7
virginia,NBC/WSJ/MaristNBC/WSJ,2020-08-04,2020-08-10,43,31,Clinton +12
virginia,Roanoke CollegeRoanoke,2020-08-07,2020-08-17,48,32,Clinton +16
virginia,CBS News/YouGov*CBS News/YouGov*,2020-08-02,2020-08-05,49,37,Clinton +12
virginia,FOX NewsFOX News,2020-07-09,2020-07-12,39,34,Clinton +5
virginia,NBC/WSJ/MaristNBC/WSJ,2020-07-05,2020-07-11,41,34,Clinton +7
virginia,PPP (D)PPP (D),2020-06-13,2020-06-15,42,39,Clinton +3
new_hampshire,Final Results,NA,NA,46.8,46.5,Clinton +0.3
new_hampshire,RCP Average,2020-10-28,2020-11-06,43.3,42.7,Clinton +0.6
new_hampshire,EmersonEmerson,2020-11-04,2020-11-05,45,44,Clinton +1
new_hampshire,WMUR/UNHWMUR/UNH,2020-11-03,2020-11-06,49,38,Clinton +11
new_hampshire,GravisGravis,2020-11-01,2020-11-02,41,43,Trump +2
new_hampshire,Boston Globe/SuffolkSuffolk,2020-10-31,2020-11-02,42,42,Tie
new_hampshire,ARGARG,2020-10-31,2020-11-02,43,48,Trump +5
new_hampshire,UMass Lowell/7NewsUMass Lowell,2020-10-28,2020-11-02,44,44,Tie
new_hampshire,WBUR/MassINCWBUR/MassINC,2020-10-29,2020-11-01,39,40,Trump +1
new_hampshire,WMUR/UNHWMUR/UNH,2020-10-26,2020-10-30,46,39,Clinton +7
new_hampshire,EmersonEmerson,2020-10-23,2020-10-25,46,43,Clinton +3
new_hampshire,MonmouthMonmouth,2020-10-22,2020-10-25,46,42,Clinton +4
new_hampshire,NBC/WSJ/MaristNBC/WSJ,2020-10-20,2020-10-24,45,36,Clinton +9
new_hampshire,UMass Amherst/WBZUMass Amherst/WBZ,2020-10-17,2020-10-21,43,38,Clinton +5
new_hampshire,EmersonEmerson,2020-10-17,2020-10-19,44,36,Clinton +8
new_hampshire,WMUR/UNHWMUR/UNH,2020-10-11,2020-10-17,49,34,Clinton +15
new_hampshire,WBUR/MassINCWBUR/MassINC,2020-10-10,2020-10-12,41,38,Clinton +3
new_hampshire,UMass Lowell/7NewsUMass Lowell,2020-10-07,2020-10-11,45,39,Clinton +6
new_hampshire,Boston Globe/SuffolkSuffolk,2020-10-03,2020-10-05,44,42,Clinton +2
new_hampshire,WBUR/MassINCWBUR/MassINC,2020-09-27,2020-09-29,42,35,Clinton +7
new_hampshire,MonmouthMonmouth,2020-09-17,2020-09-20,47,38,Clinton +9
new_hampshire,NBC/WSJ/MaristNBC/WSJ,2020-09-06,2020-09-08,39,37,Clinton +2
new_hampshire,EmersonEmerson,2020-09-03,2020-09-05,42,37,Clinton +5
new_hampshire,WMUR/UNHWMUR/UNH,2020-08-20,2020-08-28,43,32,Clinton +11
new_hampshire,CBS News/YouGovCBS News,2020-08-10,2020-08-12,45,36,Clinton +9
new_hampshire,WBUR/MassINCWBUR/MassINC,2020-07-29,2020-08-01,47,32,Clinton +15
new_hampshire,WMUR/UNHWMUR/UNH,2020-07-09,2020-07-18,37,37,Tie
maine,Final Results,NA,NA,47.8,44.9,Clinton +2.9
maine,RCP Average,2020-10-24,2020-10-30,44,39.5,Clinton +4.5
maine,EmersonEmerson,2020-10-28,2020-10-30,46,42,Clinton +4
maine,MPRC (D)MPRC (D),2020-10-24,2020-10-26,42,37,Clinton +5
maine,Press Herald/UNHPress Herald/UNH,2020-10-20,2020-10-25,48,37,Clinton +11
maine,MPRC (D)MPRC (D),2020-10-14,2020-10-15,42,36,Clinton +6
maine,MPRC (D)MPRC (D),2020-10-07,2020-10-09,44,36,Clinton +8
maine,Press Herald/UNHPress Herald/UNH,2020-09-15,2020-09-20,40,37,Clinton +3
maine,MPRC (D)MPRC (D),2020-09-15,2020-09-17,37,37,Tie
maine,Colby College/SurveyUSAColby College/SUSA,2020-09-04,2020-09-10,42,39,Clinton +3
maine,EmersonEmerson,2020-09-02,2020-09-05,44,35,Clinton +9
maine,GravisGravis,2020-08-04,2020-08-08,43,33,Clinton +10
colorado,Final Results,NA,NA,48.2,43.3,Clinton +4.9
colorado,RCP Average,2020-10-28,2020-11-04,43.3,40.4,Clinton +2.9
colorado,PPP (D)PPP (D),2020-11-03,2020-11-04,48,43,Clinton +5
colorado,GravisGravis,2020-11-01,2020-11-02,40,40,Tie
colorado,Keating Research (D)Keating Research (D),2020-11-02,2020-11-03,43,38,Clinton +5
colorado,Trafalgar Group (R)Trafalgar,2020-10-31,2020-11-03,45,44,Clinton +1
colorado,Magellan Strategies (R)Magellan,2020-11-01,2020-11-02,44,38,Clinton +6
colorado,University of DenverUniv. of Denver,2020-10-29,2020-10-31,39,39,Tie
colorado,EmersonEmerson,2020-10-28,2020-10-31,44,41,Clinton +3
colorado,Remington Research (R)*Remington (R)*,2020-10-30,2020-10-30,45,44,Clinton +1
colorado,CBS News/YouGovCBS News,2020-10-26,2020-10-28,42,39,Clinton +3
colorado,Remington Research (R)*Remington (R)*,2020-10-20,2020-10-22,45,43,Clinton +2
colorado,QuinnipiacQuinnipiac,2020-10-10,2020-10-16,45,37,Clinton +8
colorado,GravisGravis,2020-10-12,2020-10-13,44,39,Clinton +5
colorado,Magellan Strategies (R)Magellan,2020-10-12,2020-10-13,40,35,Clinton +5
colorado,GravisGravis,2020-10-03,2020-10-04,40,40,Tie
colorado,MonmouthMonmouth,2020-09-29,2020-10-02,49,38,Clinton +11
colorado,Keating Research (D)Keating Research (D),2020-09-27,2020-09-29,44,33,Clinton +11
colorado,GravisGravis,2020-09-22,2020-09-23,37,41,Trump +4
colorado,CNN/ORCCNN/ORC,2020-09-20,2020-09-25,41,42,Trump +1
colorado,CBS News/YouGovCBS News,2020-09-21,2020-09-23,40,39,Clinton +1
colorado,QuinnipiacQuinnipiac,2020-09-13,2020-09-21,44,42,Clinton +2
colorado,Rocky Mountain PBSRocky Mtn. PBS,2020-09-14,2020-09-18,41,34,Clinton +7
colorado,EmersonEmerson,2020-09-09,2020-09-13,38,42,Trump +4
colorado,Magellan (R)Magellan,2020-08-29,2020-08-31,41,36,Clinton +5
colorado,QuinnipiacQuinnipiac,2020-08-09,2020-08-16,41,33,Clinton +8
colorado,NBC/WSJ/MaristNBC/WSJ,2020-08-04,2020-08-10,41,29,Clinton +12
colorado,FOX NewsFOX News,2020-07-09,2020-07-12,37,28,Clinton +9
colorado,MonmouthMonmouth,2020-07-09,2020-07-12,48,35,Clinton +13
colorado,NBC/WSJ/MaristNBC/WSJ,2020-07-05,2020-07-11,39,33,Clinton +6
colorado,GravisGravis,2020-07-07,2020-07-08,39,38,Clinton +1
colorado,CBS News/YouGov*CBS News/YouGov*,2020-06-21,2020-06-24,40,39,Clinton +1
new_mexico,Final Results,NA,NA,48.3,40,Clinton +8.3
new_mexico,RCP Average,2020-11-01,2020-11-06,45.3,40.3,Clinton +5.0
new_mexico,Zia PollZia Poll,2020-11-06,2020-11-06,46,44,Clinton +2
new_mexico,Albuquerque JournalAlbuquerque Journal,2020-11-01,2020-11-03,45,40,Clinton +5
new_mexico,GravisGravis,2020-11-01,2020-11-02,45,37,Clinton +8
new_mexico,Zia PollZia Poll,2020-11-01,2020-11-02,46,43,Clinton +3
new_mexico,Zia PollZia Poll,2020-10-24,2020-10-25,45,40,Clinton +5
new_mexico,Zia PollZia Poll,2020-10-11,2020-10-11,46,36,Clinton +10
new_mexico,KOB-TV/SurveyUSAKOB-TV/SUSA,2020-09-28,2020-10-02,46,33,Clinton +13
new_mexico,Albuquerque JournalAlbuquerque Journal,2020-09-27,2020-09-29,35,31,Clinton +4
new_mexico,Zia PollZia Poll,2020-09-24,2020-09-24,42,37,Clinton +5
new_mexico,PPP (D)PPP (D),2020-08-19,2020-08-21,40,31,Clinton +9
minnesota,Final Results,NA,NA,46.4,44.9,Clinton +1.5
minnesota,KSTP/SurveyUSAKSTP-TV,2020-10-22,2020-10-25,49,39,Clinton +10
minnesota,Star TribuneStar Tribune,2020-10-20,2020-10-22,47,39,Clinton +8
minnesota,GravisGravis,2020-09-23,2020-09-23,43,43,Tie
minnesota,KSTP/SurveyUSAKSTP-TV,2020-09-16,2020-09-20,46,39,Clinton +7
minnesota,Star TribuneStar Tribune,2020-09-12,2020-09-14,44,38,Clinton +6
